iteration,agent,jobs
13,3,_0_0_0_1_0_0_0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_0_1_1_1_0_0_0_0_0
13,4,_1_0_0_0_0_1_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_1_1_0_0_0_1_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0
14,0,_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_1_1_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_1_1_0_0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0
14,1,_0_0_0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_1_0_0_0_0_0_1_0_0_0_1_0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_1_1_0_0_0_0_0_0_0_0
14,2,_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_1_0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_1
14,3,_0_0_0_1_0_0_0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_1_0_0_0_0_0_1_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1_0_1_0_0_1_0_0_0_0_0_1_1_1_0_0_0_0_0
14,4,_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_1_0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0
15,0,_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_1_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_1_1_0_0_1_0_0_1_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0
15,1,_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_0_0_0_0_0_0_0_1_0_0_1_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_1_1_0_0_0_0_0_0_0_0
15,2,_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_1_0_1_0_0_1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_1
15,3,_0_0_0_1_0_0_0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_1_0_0_0_0_0_1_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1_0_1_0_0_1_0_0_0_0_0_1_1_1_0_0_0_0_0
15,4,_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_1_1_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0
16,0,_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_1_1_0_0_0_0_1_0_0_1_0_1_0_0_0_0_0_1_1_0_0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0
16,1,_0_0_1_0_1_0_1_0_0_0_0_1_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_1_0_0_1_1_0_0_0_0_0_0_0_0_0_1_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_1_1_0_0_0_0_0_0_0_0
16,2,_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_1_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_1
16,3,_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_1_0_0_0_0_0_1_0_1_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1_0_1_0_0_1_0_0_0_0_0_1_1_1_0_0_0_0_0
16,4,_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_1_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1_0_0_0_1_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0
17,0,_0_0_0_0_0_1_0_0_0_1_0_0_0_0_1_0_0_0_1_1_0_0_0_0_0_0_0_1_0_1_1_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_1_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0
17,1,_0_0_1_1_1_0_1_0_0_0_0_1_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_1_1_0_0_0_0_0_0_0_0
17,2,_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_1_0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_1
17,3,_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_1_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1_1_1_0_0_0_0_0
17,4,_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_1_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1_0_0_0_1_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0
18,0,_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_1_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_1_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0
18,1,_0_0_1_1_1_0_1_0_0_0_1_1_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_1_0_0_0_0_0_0_0_0_0
18,2,_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_1_0_0_1_0_0_0_0_0_0_1_0_0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0
18,3,_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_1_0_0_0_0_0_1_0_1_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1_1_1_0_0_0_0_0
18,4,_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_1_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1_0_0_0_1_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0
19,0,_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_1_0_0_0_0_0_0_0_1_0_1_1_0_0_0_0_1_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0
19,1,_0_0_1_0_1_0_1_0_0_0_1_1_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_1_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_1_1_0_0_0_0_0_0_0_0
19,2,_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_1_0_1_0_0_1_0_0_0_0_0_0_1_0_0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_1
19,3,_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1_0_1_0_0_1_0_0_0_0_0_1_0_1_0_0_0_0_0
19,4,_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_1_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1_0_0_0_1_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0
20,0,_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_1_0_1_1_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0
20,1,_0_0_1_0_1_0_0_0_0_0_1_1_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_1_0_0_1_1_0_0_0_0_0_0_0_0_0_1_0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_1_1_0_0_0_0_0_0_0_0
20,2,_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_1_0_1_0_0_1_0_0_0_0_0_0_1_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_1
20,3,_0_0_0_1_0_0_1_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_1_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_1_0_0_1_0_0_0_0_0_1_1_1_0_0_0_0_0
20,4,_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_1_0_1_1_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0
21,0,_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_1_0_1_0_0_0_0_0_1_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_1_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0
21,1,_0_0_1_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_1_0_0_0_1_1_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_1_1_0_0_0_0_0_0_0_0
21,2,_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_1_0_1_0_0_1_0_0_0_0_0_0_1_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_1
21,3,_0_0_0_1_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1_0_0_1_0_0_1_0_0_0_0_1_0_1_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_1_0_0_0_0_0_1_1_1_0_0_0_0_0
21,4,_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1_0_0_0_1_0_1_0_0_0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1_0_0_0_1_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0
22,0,_0_0_0_0_0_1_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_1_0_0_1_0_0_0_0_1_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_1_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0
22,1,_0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_1_0_0_0_0_0_1_0_0_0_1_1_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_0_1_0_0_0_0_0_0_0_0
22,2,_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_1_1_0_1_0_0_1_0_0_0_0_0_0_1_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_1
22,3,_0_0_0_1_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1_0_0_1_0_0_1_0_0_0_0_1_0_1_0_0_0_0_0_1_0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_1_1_1_0_0_0_0_0
22,4,_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_1_1_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1_0_0_0_1_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0
23,0,_0_0_0_0_0_1_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0_0_1_0_0_0_0_1_1_0_0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_1_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0
23,1,_0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_1_0_0_0_0_0_1_0_0_0_1_1_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_1_1_0_0_0_0_0_0_0_0
23,2,_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_1_1_0_1_0_0_1_0_0_0_0_0_0_1_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_1
23,3,_0_0_0_1_0_0_1_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_1_0_0_0_0_0_1_0_1_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_1_0_0_0_0_0_1_1_1_0_0_0_0_0
23,4,_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_1_0_1_1_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_1
24,0,_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_1_0_0_1_0_0_1_0_0_0_0_1_1_0_0_1_0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
24,1,_0_0_1_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_1_0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_1_1_0_0_0_0_0_0_0_0
24,2,_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_1_1_0_1_0_0_1_0_0_0_0_0_0_1_0_0_1_0_0_1_0_0_0_0_0_0_1_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0
24,3,_0_0_0_1_0_0_1_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_1_0_0_0_0_0_1_0_1_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_1_0_0_0_0_0_1_1_1_0_0_0_0_0
24,4,_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_1_0_1_1_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_1
25,0,_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_1_0_0_1_0_0_0_0_1_1_0_0_1_0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0
25,1,_0_0_1_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_1_0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_1_1_0_0_0_0_0_0_0_0
25,2,_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_1_1_0_1_0_0_1_0_0_0_0_0_0_1_0_0_1_0_0_1_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0
25,3,_0_0_0_1_0_0_1_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_1_0_0_0_0_0_1_0_1_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_1_0_0_0_0_0_1_1_1_0_0_0_0_0
25,4,_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_1_0_1_1_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_1
26,0,_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_1_0_0_1_0_0_1_0_0_0_0_1_0_0_0_1_0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0
26,1,_0_0_1_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_1_0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_1_1_0_0_0_0_0_0_0_0
26,2,_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_1_1_0_1_0_0_1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0
26,3,_0_0_0_1_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1_0_0_1_0_0_1_0_0_0_0_1_0_1_0_0_0_0_0_1_0_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_1_0_0_0_0_0_1_1_1_0_0_0_0_0
26,4,_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_1_0_1_1_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_1
27,0,_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_1_0_0_1_0_0_0_0_1_0_0_0_1_0_0_1_0_0_0_0_0_1_0_1_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0
